"","mse","specificity","sensitivity","model","sample_size"
"output_model10_rep1000_n500.RData.184",0.240217940089445,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.185",0.258686064900997,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.186",0.262838457226352,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.187",0.254368929489483,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.188",0.267419504815795,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.189",0.26557766098017,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.190",0.252954016832625,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.191",0.254535624641772,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.192",0.272450240896906,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.193",0.25714912725183,1,0.421052631578947,10,500
"output_model10_rep1000_n500.RData.194",0.238878401449288,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.195",0.255770666868054,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.196",0.280799789056037,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.197",0.288475698510802,1,0.394736842105263,10,500
"output_model10_rep1000_n500.RData.198",0.276024865330572,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.199",0.262122000647595,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.200",0.252884337449656,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.201",0.233794776475523,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.202",0.211661367315542,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.203",0.244279885771106,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.204",0.29426191773727,1,0.131578947368421,10,500
"output_model10_rep1000_n500.RData.205",0.258034996462265,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.206",0.205036392156632,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.207",0.234737267478692,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.208",0.243067403750606,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.209",0.20615078163744,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.210",0.249389805828455,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.211",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.212",0.252324979570278,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.213",0.261853374931063,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.214",0.240422591344511,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.215",0.255167752282759,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.216",0.240299087298492,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.217",0.230862139521095,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.218",0.257851604378686,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.219",0.258116829059129,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.220",0.243438442163897,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.221",0.221710456738019,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.222",0.263623854332573,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.223",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.224",0.295322078137687,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.225",0.274542644186887,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.226",0.330713239425629,1,0.368421052631579,10,500
"output_model10_rep1000_n500.RData.227",0.237584723561783,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.228",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.229",0.260219783204687,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.230",0.276085458786034,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.231",0.261892978725559,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.232",0.278807153505284,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.233",0.238309883960202,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.234",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.235",0.248160092675563,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.236",0.223575384586791,1,0.368421052631579,10,500
"output_model10_rep1000_n500.RData.237",0.242674870758922,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.238",0.274071485775411,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.239",0.261785482659701,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.240",0.250562303650094,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.241",0.26226716135067,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.242",0.243941250450641,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.243",0.222475339687258,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.244",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.245",0.277229935237768,1,0.157894736842105,10,500
"output_model10_rep1000_n500.RData.246",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.247",0.254630210623644,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.248",0.250344886713053,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.249",0.259058499222215,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.250",0.243259800090066,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.251",0.295279353957283,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.252",0.277681198225608,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.253",0.244697475043782,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.254",0.263827051527735,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.255",0.230082369641012,1,0.447368421052632,10,500
"output_model10_rep1000_n500.RData.256",0.231974688828924,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.257",0.271499324253011,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.258",0.301101450673415,1,0.0789473684210526,10,500
"output_model10_rep1000_n500.RData.259",0.277072296631577,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.260",0.257318794396387,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.261",0.223972233352105,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.262",0.239092610191893,1,0.394736842105263,10,500
"output_model10_rep1000_n500.RData.263",0.26767320889678,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.264",0.281007306404107,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.265",0.228963191405632,1,0.368421052631579,10,500
"output_model10_rep1000_n500.RData.266",0.276840351378149,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.267",0.263785420971083,1,0.368421052631579,10,500
"output_model10_rep1000_n500.RData.268",0.263965923649409,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.269",0.261029338329251,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.270",0.244797049694668,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.271",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.272",0.252290994895913,1,0.421052631578947,10,500
"output_model10_rep1000_n500.RData.273",0.277860360845895,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.274",0.271679717671968,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.275",0.262217260611477,1,0.157894736842105,10,500
"output_model10_rep1000_n500.RData.276",0.285670884755251,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.277",0.261279384915914,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.278",0.234496714540577,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.279",0.254589208073464,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.280",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.281",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.282",0.250448317843079,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.283",0.258441204793344,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.284",0.274326187640926,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.285",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.286",0.258880715572793,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.287",0.268944831302068,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.288",0.26114432824992,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.289",0.25071288316397,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.290",0.282264384579844,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.291",0.268396428799183,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.292",0.276937673796312,1,0.157894736842105,10,500
"output_model10_rep1000_n500.RData.293",0.278244290021814,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.294",0.231179916231521,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.295",0.260265862110585,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.296",0.26912295699353,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.297",0.271554123490368,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.298",0.248061880797095,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.299",0.287102843692922,1,0.0789473684210526,10,500
"output_model10_rep1000_n500.RData.300",0.263178620731048,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.301",0.275202748619501,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.302",0.216809999842766,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.303",0.255786776291113,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.304",0.267632613372879,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.305",0.29908724639581,1,0.105263157894737,10,500
"output_model10_rep1000_n500.RData.306",0.256086872602883,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.307",0.341929899387441,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.308",0.214939829654681,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.309",0.287153690994511,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.310",0.26792959242222,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.311",0.268889787747949,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.312",0.220107339951171,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.313",0.25516520432483,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.314",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.315",0.268972543865286,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.316",0.253174323231442,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.317",0.239367012022658,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.318",0.260066363545263,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.319",0.268682800527983,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.320",0.241725994489427,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.321",0.245241224128955,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.322",0.273607501425577,1,0.157894736842105,10,500
"output_model10_rep1000_n500.RData.323",0.268975768272065,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.324",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.325",0.248550996909277,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.326",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.327",0.25613522989038,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.328",0.248112647925762,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.329",0.281914292396856,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.330",0.269029214381994,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.331",0.258465733388449,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.332",0.24637795785967,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.333",0.266148968176817,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.334",0.250836778857886,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.335",0.256954464897706,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.336",0.239883465066494,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.337",0.287098001280493,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.338",0.218115021472989,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.339",0.251892254669681,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.340",0.260528357233206,1,0.157894736842105,10,500
"output_model10_rep1000_n500.RData.341",0.287433532670143,1,0.368421052631579,10,500
"output_model10_rep1000_n500.RData.342",0.241208605657745,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.343",0.281715541494907,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.344",0.2625646483137,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.345",0.238343633147902,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.346",0.271552435654072,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.347",0.249140708273432,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.348",0.291579700881071,1,0.105263157894737,10,500
"output_model10_rep1000_n500.RData.349",0.261377081253173,1,0.157894736842105,10,500
"output_model10_rep1000_n500.RData.350",0.291877973368508,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.351",0.25044818842194,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.352",0.282951074219164,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.353",0.263116992249742,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.354",0.251134548555762,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.355",0.255760529416194,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.356",0.262886227828368,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.357",0.263011091471111,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.358",0.271765213173971,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.359",0.266116105738063,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.360",0.285670451423619,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.361",0.277636692665763,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.362",0.257851450693454,1,0.342105263157895,10,500
"output_model10_rep1000_n500.RData.363",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.364",0.320528757374368,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.365",0.256436589804849,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.366",0.250310615585797,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.367",0.267823846082894,1,0.315789473684211,10,500
"output_model10_rep1000_n500.RData.368",0.260064379719751,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.369",0.249648323622007,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.370",0.279379318464426,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.371",0.24920797257489,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.372",0.246827305462443,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.373",0.251077085405508,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.374",0.259166380984678,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.375",0.254657355840932,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.376",0.286975574470359,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.377",0.268009424505272,1,0.184210526315789,10,500
"output_model10_rep1000_n500.RData.378",0.274982255241539,1,0.157894736842105,10,500
"output_model10_rep1000_n500.RData.379",0.253258921111177,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.380",0.242460658718063,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.381",0.273001050987754,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.382",0.249264514429641,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.383",0.235294371470089,1,0.263157894736842,10,500
"output_model10_rep1000_n500.RData.384",0.281869185614002,1,0.105263157894737,10,500
"output_model10_rep1000_n500.RData.385",0.243022403203911,1,0.210526315789474,10,500
"output_model10_rep1000_n500.RData.386",0.322541073092434,1,0,10,500
"output_model10_rep1000_n500.RData.387",0.258419246162375,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.388",0.263791767189677,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.389",0.247921709148576,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.390",0.243468104158044,1,0.368421052631579,10,500
"output_model10_rep1000_n500.RData.391",0.269343876195438,1,0.236842105263158,10,500
"output_model10_rep1000_n500.RData.392",0.243330140185049,1,0.289473684210526,10,500
"output_model10_rep1000_n500.RData.393",0.302872947826177,1,0.131578947368421,10,500
